hotel_name,source_url,official_url,hotel_class,minprice,maxprice,address,lat,lon,number_of_room,number_of_floor,year_property_opened,most_recent_renovation
Khanh Linh 2 Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d5508242-Reviews-Khanh_Linh_2_Hotel-Ho_Chi_Minh_City.html,,,,,"43 Duong Quang Ham Go Vap District, Ho Chi Minh City 70000 Vietnam",10.837027,106.68197,,,,
Thien Huong Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d5508237-Reviews-Thien_Huong_Hotel-Ho_Chi_Minh_City.html,,,,,"5B - 5C Tran Nhat Duat Tan Dinh Ward, Ho Chi Minh City 70000 Vietnam",10.79238,106.68984,,,,
The Eastern Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d21402266-Reviews-The_Eastern_Apartment-Ho_Chi_Minh_City.html,,,,,"299 Liên Phường phường Phú Hữu, Quận 9, Ho Chi Minh City 700000 Vietnam",null,null,,,,
Pho Nho Hostel,https://www.tripadvisor.com/Hotel_Review-g293925-d17853025-Reviews-Pho_Nho_Hostel-Ho_Chi_Minh_City.html,,,,,"214/C32 Nguyen Trai, Phuong Nguyen Cu Trinh, Ho Chi Minh City Vietnam",10.76325,106.68658,,,,
Cozy Room,https://www.tripadvisor.com/Hotel_Review-g293925-d20322061-Reviews-Cozy_Room-Ho_Chi_Minh_City.html,,,,,"77/3, Nhat Chi Mai Street Tan Binh District, Ho Chi Minh City 700000 Vietnam",10.806184,106.63935,,,,
Liberty Central Saigon Citypoint,https://www.tripadvisor.com/Hotel_Review-g293925-d26443037-Reviews-Liberty_Central_Saigon_Citypoint-Ho_Chi_Minh_City.html,,4.0 of 5 stars,,,"59 Pasteur Street Ben Nghe Ward, Ho Chi Minh City Vietnam",10.82293,106.62975,,,,
Minami Ho Chi Minh City Apartments,https://www.tripadvisor.com/Hotel_Review-g293925-d17647281-Reviews-Minami_Ho_Chi_Minh_City_Apartments-Ho_Chi_Minh_City.html,,,,,"8A /E8, Thai Van Lung Street, Ben Nghe Ward, Ho Chi Minh City 700000 Vietnam",10.779191,106.704926,,,,
Bui Phan Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d7256990-Reviews-Bui_Phan_Hotel-Ho_Chi_Minh_City.html,,,,,"22 Nguyen Cu Trinh Street, District 1, Ho Chi Minh City 70000 Vietnam",10.76475,106.69209,,,,
Landmark Plus 1 Bedroom,https://www.tripadvisor.com/Hotel_Review-g293925-d26689371-Reviews-Landmark_Plus_1_Bedroom-Ho_Chi_Minh_City.html,,,,,"720A Điện Biên Phủ, Ho Chi Minh City Vietnam",10.79498,106.72191,,,,
Thai Anh House - Pink Church,https://www.tripadvisor.com/Hotel_Review-g293925-d20105968-Reviews-Thai_Anh_House_Pink_Church-Ho_Chi_Minh_City.html,,,,,,,,,,,
Henry Apartment #Next to District 1 #POOL +GYM,https://www.tripadvisor.com/Hotel_Review-g293925-d16669919-Reviews-Henry_Apartment_Next_to_District_1_POOL_GYM-Ho_Chi_Minh_City.html,,,,,"151 Ben Van Don, District 4, Ho Chi Minh City Vietnam",10.76222,106.6994,,,,
Helen's Home,https://www.tripadvisor.com/Hotel_Review-g293925-d15332529-Reviews-Helen_s_Home-Ho_Chi_Minh_City.html,,,,,"457 Duong Tran Hung Dao, Ho Chi Minh City Vietnam",10.75908,106.68779,,,,
The Opera Hotel - Apartments,https://www.tripadvisor.com/Hotel_Review-g293925-d25619886-Reviews-The_Opera_Hotel_Apartments-Ho_Chi_Minh_City.html,,,,,"159 Xa Lo Ha Noi Street, District 2 Tower 5, Masteri Thao Dien, Ho Chi Minh City Vietnam",10.8021,106.73972,,,,
Around The World Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d12914943-Reviews-Around_The_World_Hotel-Ho_Chi_Minh_City.html,,,,,"65 Bui Vien, District 1, Ho Chi Minh City Vietnam",10.76698,106.6932,,,,
SPOT ON 710 Sakura Hostel Cholon,https://www.tripadvisor.com/Hotel_Review-g293925-d20311798-Reviews-SPOT_ON_710_Sakura_Hostel_Cholon-Ho_Chi_Minh_City.html,,,,,"60/4 Nguyen Trai, Phuong 3, Quan 5, Ho Chi Minh City 700000 Vietnam",10.758435,106.68032,,,,
Manh Long Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21504881-Reviews-Manh_Long_Hotel-Ho_Chi_Minh_City.html,,,,,"167 Đường Số 8 167/15, Thu Duc District, Ho Chi Minh City Vietnam",null,null,,,,
Nha Nghỉ Quỳnh Yến,https://www.tripadvisor.com/Hotel_Review-g293925-d23356594-Reviews-Nha_Ngh_Qu_nh_Y_n-Ho_Chi_Minh_City.html,,,,,"Khu Công Bghiệp Hải Sơn Tỉnh lộ 825, Ho Chi Minh City Vietnam",10.794823,106.47023,,,,
Bao Lan Hotell,https://www.tripadvisor.com/Hotel_Review-g293925-d21504848-Reviews-Bao_Lan_Hotell-Ho_Chi_Minh_City.html,,,,,"94/6A Ấp Dân Thắng 2 Tân Thới Nhì Hóc Môn, Ho Chi Minh City Vietnam",10.893431,106.58613,,,,
The 90s Hostel,https://www.tripadvisor.com/Hotel_Review-g293925-d20064592-Reviews-The_90s_Hostel-Ho_Chi_Minh_City.html,,,,,"265/5A Pham Ngu Lao, Ho Chi Minh City Vietnam",10.767766,106.69227,,,,
OYO 1147 Vien Ngoc Xanh Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21420189-Reviews-OYO_1147_Vien_Ngoc_Xanh_Hotel-Ho_Chi_Minh_City.html,,,,,"285-287 Hoang Van Thu, Phuong 2, Ho Chi Minh City Vietnam",10.800486,106.66244,,,,
OYO 161 Hoang Yen Nhi Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d22945043-Reviews-OYO_161_Hoang_Yen_Nhi_Hotel-Ho_Chi_Minh_City.html,,,,,"U Ng S 51 Phu Ng 14 Go V P, Ho Chi Minh City 700000 Vietnam",10.846711,106.64233,,,,
Eros Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d12348989-Reviews-Eros_Hotel-Ho_Chi_Minh_City.html,,2.0 of 5 stars,,,"331/8 Phan Huy Ich, Ho Chi Minh City Vietnam",10.83846,106.63679,,,,
A EM Corp Royal Palace Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d17852733-Reviews-A_EM_Corp_Royal_Palace_Hotel-Ho_Chi_Minh_City.html,,,,,"39-41 Thu Khoa Huan Street, Ho Chi Minh City Vietnam",10.77411,106.69691,,,,
Nhat Minh II Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d3236199-Reviews-Nhat_Minh_II_Hotel-Ho_Chi_Minh_City.html,,,,,"08 Hoang Du Khuong Street, Ward 12, District 10, Ho Chi Minh City 70000 Vietnam",10.77522,106.67197,,,,
OYO 143 The K9 Central Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d17389743-Reviews-OYO_143_The_K9_Central_Hotel-Ho_Chi_Minh_City.html,,,,,"70-72-74 Ton That Dam Street, Ben Nghe Ward, District 1, Ho Chi Minh City 700000 Vietnam",10.771465,106.7033,,,,
Cat Tuong Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d7256635-Reviews-Cat_Tuong_Hotel-Ho_Chi_Minh_City.html,,,,,"12A, No3 Road, Linh Trung Ward, Thu Duc District, Ho Chi Minh City 70000 Vietnam",10.7914,106.69537,,,,
Peace Home Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d17389701-Reviews-Peace_Home_Apartment-Ho_Chi_Minh_City.html,,,,,"R4 80 Noi Khu Hung Gia 2, P, Quan 7, TP, District 7, Ho Chi Minh City 700000 Vietnam",10.733372,106.70723,,,,
Johnny Tube Bed and Breakfast,https://www.tripadvisor.com/Hotel_Review-g293925-d25413864-Reviews-Johnny_Tube_Bed_and_Breakfast-Ho_Chi_Minh_City.html,,,,,"14/4 Truong Chinh, Ho Chi Minh City Vietnam",10.83034,106.62201,,,,
Boo Nest,https://www.tripadvisor.com/Hotel_Review-g293925-d21420273-Reviews-Boo_Nest-Ho_Chi_Minh_City.html,,,,,"67 An Binh, Ho Chi Minh City Vietnam",10.751114,106.67282,,,,
AHA Friday Hotel Le Hong Phong,https://www.tripadvisor.com/Hotel_Review-g293925-d13840505-Reviews-AHA_Friday_Hotel_Le_Hong_Phong-Ho_Chi_Minh_City.html,,2.0 of 5 stars,,,"781/ A11 Le Hong Phong Ward 12, Distric 10, Ho Chi Minh City 700000 Vietnam",10.77197,106.6718,,,,
VG Hotel & Wine,https://www.tripadvisor.com/Hotel_Review-g293925-d23346676-Reviews-VG_Hotel_Wine-Ho_Chi_Minh_City.html,,,,,"R2-01, Đường Số 2, Khu Phố Hưng Gia 2, Tân Phong, Quận 7, Ho Chi Minh City Vietnam",10.732271,106.70812,,,,
Han Hoa,https://www.tripadvisor.com/Hotel_Review-g293925-d15589317-Reviews-Han_Hoa-Ho_Chi_Minh_City.html,,,,,"98F Le Lai, District 1, Ho Chi Minh City Vietnam",10.76985,106.692986,,,,
The Moon 1 Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21504044-Reviews-The_Moon_1_Hotel-Ho_Chi_Minh_City.html,,,,,"221 Đuong So 1, Ho Chi Minh City Vietnam",10.810648,106.59512,,,,
Paiza Residences,https://www.tripadvisor.com/Hotel_Review-g293925-d21093071-Reviews-Paiza_Residences-Ho_Chi_Minh_City.html,,3.0 of 5 stars,,,"Nha So 2, Duong So 20 My Gia 1, Phu My Hung, Quan 7, Ho Chi Minh City Vietnam",10.7205,106.7326,,,,
Nancy Bridge View A1406,https://www.tripadvisor.com/Hotel_Review-g293925-d21032229-Reviews-Nancy_Bridge_View_A1406-Ho_Chi_Minh_City.html,,,,,"167 Tran Trong Cung, District 7, Ho Chi Minh City Vietnam",10.74332,106.73522,,,,
Hotel Ngoc Lan 2,https://www.tripadvisor.com/Hotel_Review-g293925-d21093033-Reviews-Hotel_Ngoc_Lan_2-Ho_Chi_Minh_City.html,,,,,"34/25A Lien Khu 4-5, Phuong Binh Hung Hoa B, Ho Chi Minh City Vietnam",10.7985,106.59456,,,,
Retro House in Saigon Center,https://www.tripadvisor.com/Hotel_Review-g293925-d20980805-Reviews-Retro_House_in_Saigon_Center-Ho_Chi_Minh_City.html,,,,,"14 Nguyen Thi Nghia, Ben Thanh Ward, Ho Chi Minh City 700000 Vietnam",10.770764,106.693924,,,,
M&T Apartment 6,https://www.tripadvisor.com/Hotel_Review-g293925-d21032240-Reviews-M_T_Apartment_6-Ho_Chi_Minh_City.html,,,,,"135/22 Nguyen Huu Canh, Ward 22, Ho Chi Minh City Vietnam",10.796892,106.718254,,,,
Bong Gio House,https://www.tripadvisor.com/Hotel_Review-g293925-d17389552-Reviews-Bong_Gio_House-Ho_Chi_Minh_City.html,,3.0 of 5 stars,,,"14 Truong Sa, Phuong 17, Ho Chi Minh City 700000 Vietnam",10.793001,106.704666,,,,
7S Ken Luxury Saigon,https://www.tripadvisor.com/Hotel_Review-g293925-d19797891-Reviews-7S_Ken_Luxury_Saigon-Ho_Chi_Minh_City.html,,,,,"766/12 Sự Vạn Hạnh Phường 12, Quận 10, Ho Chi Minh City 700000 Vietnam",10.772761,106.66911,,,,
An Binh Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d23099025-Reviews-An_Binh_Hotel-Ho_Chi_Minh_City.html,,,,,"Tran Quoc Vuong Street Dich Vong Hau Ward Cau Giay, Ho Chi Minh City 100000 Vietnam",10.732469,106.70885,,,,
Hotel MTT,https://www.tripadvisor.com/Hotel_Review-g293925-d13111611-Reviews-Hotel_MTT-Ho_Chi_Minh_City.html,,,,,"22 Tan Tru Street, Ward 15, Tan Binh District, Ho Chi Minh City Vietnam",10.78469,106.65837,,,,
7S Hotel Pandora Serviced Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d21340905-Reviews-7S_Hotel_Pandora_Serviced_Apartment-Ho_Chi_Minh_City.html,,,,,"98 J Le Lai, Ho Chi Minh City 700000 Vietnam",10.769847,106.69304,,,,
Relax Mini Retreat,https://www.tripadvisor.com/Hotel_Review-g293925-d14046039-Reviews-Relax_Mini_Retreat-Ho_Chi_Minh_City.html,,,,,"81/41 Ho Van Hue Phu Nhuan, Ho Chi Minh City Vietnam",10.8047,106.67579,,,,
Bao Vy Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21504380-Reviews-Bao_Vy_Hotel-Ho_Chi_Minh_City.html,,,,,"63n Ung Văn Khiêm, Ho Chi Minh City Vietnam",10.808137,106.71594,,,,
Vinhomes-Alice Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d21392427-Reviews-Vinhomes_Alice_Apartment-Ho_Chi_Minh_City.html,,,,,"Vinhomes Central Park – 208 Nguyen Huu Canh, P.22, Q.Binh Thanh Landmark 3, Ho Chi Minh City Vietnam",10.795544,106.7202,,,,
RedDoorz Chau Thien Tu 1 Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d25156352-Reviews-RedDoorz_Chau_Thien_Tu_1_Hotel-Ho_Chi_Minh_City.html,,,,,"Nguyễn Thái Bình, No.248, Ho Chi Minh City 700000 Vietnam",10.795867,106.65105,,,,
Bunny Homestay Saigon,https://www.tripadvisor.com/Hotel_Review-g293925-d14920377-Reviews-Bunny_Homestay_Saigon-Ho_Chi_Minh_City.html,,,,,"122/13 Tran Binh Trong Ward 1, Go Vap District, Ho Chi Minh City 700000 Vietnam",10.811249,106.689354,,,,
Non Viet Homestay,https://www.tripadvisor.com/Hotel_Review-g293925-d14920369-Reviews-Non_Viet_Homestay-Ho_Chi_Minh_City.html,,,,,"48 Nguyen Canh Chan Nguyen Cu Trinh, Ho Chi Minh City 700000 Vietnam",10.760035,106.68682,,,,
Machi Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d19806855-Reviews-Machi_Hotel-Ho_Chi_Minh_City.html,,,,,"14/8 Do Quang Dau, Ho Chi Minh City Vietnam",10.766364,106.69126,,,,
Helen Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d12451326-Reviews-Helen_Hotel-Ho_Chi_Minh_City.html,,,,,"150, Street 7, Trung Son, Binh Hung, Binh Chanh, Ho Chi Minh City 700000 Vietnam",10.69076,106.57033,,,,
Jack Apartment & Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21504231-Reviews-Jack_Apartment_Hotel-Ho_Chi_Minh_City.html,,,,,"R4-75 Hung Gia 3, Phuong Tan Phong, Quan 7 Phu My Hung Area, Ho Chi Minh City Vietnam",10.732355,106.708824,,,,
Taro Home,https://www.tripadvisor.com/Hotel_Review-g293925-d15331778-Reviews-Taro_Home-Ho_Chi_Minh_City.html,,,,,"373/236 Ly Thuong Kiet, Ho Chi Minh City Vietnam",10.77916,106.65115,,,,
Orange House,https://www.tripadvisor.com/Hotel_Review-g293925-d17637984-Reviews-Orange_House-Ho_Chi_Minh_City.html,,,,,"37/74 Tran Dinh Xu, Cau Kho, District 1, Ho Chi Minh City Vietnam",10.76022,106.69095,,,,
RedDoorz Plus near An Dong Plaza,https://www.tripadvisor.com/Hotel_Review-g293925-d21144132-Reviews-RedDoorz_Plus_near_An_Dong_Plaza-Ho_Chi_Minh_City.html,,,,,"940 Tran Hung Dao Street, Ward 7, District 5, Ho Chi Minh City Vietnam",10.75342,106.6731,,,,
P7P Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d17337702-Reviews-P7P_Apartment-Ho_Chi_Minh_City.html,,,,,"19f Nguyen Huu Canh Binh Thanh, Ho Chi Minh City 700000 Vietnam",10.78946,106.71053,,,,
French Era Loft In The City Center,https://www.tripadvisor.com/Hotel_Review-g293925-d23047190-Reviews-French_Era_Loft_In_The_City_Center-Ho_Chi_Minh_City.html,,,,,"130 Pasteur District 1, Ho Chi Minh City 700000 Vietnam",10.77476,106.70096,,,,
Hoang Quan Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21504033-Reviews-Hoang_Quan_Hotel-Ho_Chi_Minh_City.html,,2.0 of 5 stars,,,"103A/4-460A Hoang Huu Nam Street, Ho Chi Minh City Vietnam",10.87078,106.81418,,,,
Saigon Backpackers Hostel At Bui Vien,https://www.tripadvisor.com/Hotel_Review-g293925-d20372407-Reviews-Saigon_Backpackers_Hostel_At_Bui_Vien-Ho_Chi_Minh_City.html,,2.0 of 5 stars,,,"241/32 Pham Ngu Lao, Dist 1, Ho Chi Minh City Vietnam",10.767692,106.692566,,,,
Hong Van 2 Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d3751258-Reviews-Hong_Van_2_Hotel-Ho_Chi_Minh_City.html,,,,,"36/2b Nguyen van Linh Street, District 07, District 7 - Phu My Hung / South Saigon, Ho Chi Minh City 70000 Vietnam",10.728204,106.71026,,,,
Foot & Foot Homestay,https://www.tripadvisor.com/Hotel_Review-g293925-d15074393-Reviews-Foot_Foot_Homestay-Ho_Chi_Minh_City.html,,,,,"Nguyen Kiem, Ho Chi Minh City Vietnam",10.76615,106.68131,,,,
Duc Vinhomes,https://www.tripadvisor.com/Hotel_Review-g293925-d21349694-Reviews-Duc_Vinhomes-Ho_Chi_Minh_City.html,,,,,"Nguyen Huu Canh, Ho Chi Minh City Vietnam",10.78777,106.71356,,,,
Ekomo Home,https://www.tripadvisor.com/Hotel_Review-g293925-d26493391-Reviews-Ekomo_Home-Ho_Chi_Minh_City.html,,,,,"102/42 Cong Quynh Street Pham Ngu Lao Ward, District 1, Ho Chi Minh City 71013 Vietnam",10.765147,106.69175,,,,
Hoang Phat Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d26227866-Reviews-Hoang_Phat_Hotel-Ho_Chi_Minh_City.html,,,,,"Huỳnh Tấn Phát, Ho Chi Minh City Vietnam",10.70819,106.73745,,,,
Duc Vinhomes,https://www.tripadvisor.com/Hotel_Review-g293925-d21349694-Reviews-Duc_Vinhomes-Ho_Chi_Minh_City.html,,,,,"Nguyen Huu Canh, Ho Chi Minh City Vietnam",10.78777,106.71356,,,,
Lan Khue Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21138759-Reviews-Lan_Khue_Hotel-Ho_Chi_Minh_City.html,,,,,"22 Duong 270A Phuong Phuoc Long B, Quan 9, Ho Chi Minh City Vietnam",10.828166,106.777725,,,,
E Hostel,https://www.tripadvisor.com/Hotel_Review-g293925-d14199895-Reviews-E_Hostel-Ho_Chi_Minh_City.html,,,,,"28/5 Do Quang Dau Pham Ngu Lao, District 1, Ho Chi Minh City 700000 Vietnam",10.76747,106.69157,,,,
Van Dat Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d21041004-Reviews-Van_Dat_Apartment-Ho_Chi_Minh_City.html,,2.0 of 5 stars,,,"R4-59 Old Number 22 Hung Gia 3 , Bui Bang Doan Street, Tan Phong Ward, District 7, Ho Chi Minh City Vietnam",10.73242,106.70885,,,,
Kachiusa 2 Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21503909-Reviews-Kachiusa_2_Hotel-Ho_Chi_Minh_City.html,,,,,"Kinh Dương Vương No.9, 6B Street, Trung Son Residence, Ho Chi Minh City Vietnam",10.737043,106.690994,,,,
Min Space,https://www.tripadvisor.com/Hotel_Review-g293925-d15074274-Reviews-Min_Space-Ho_Chi_Minh_City.html,,,,,"142 Khanh Hoi Phuong 6, Quan 4, Ho Chi Minh City Vietnam",10.75755,106.70014,,,,
Sen Boutique Homestay,https://www.tripadvisor.com/Hotel_Review-g293925-d23244498-Reviews-Sen_Boutique_Homestay-Ho_Chi_Minh_City.html,,,,,"63B Nguyen Cu, Phuong Thao Dien , Quan 2, Ho Chi Minh City 713000 Vietnam",10.80416,106.72807,,,,
Hi Homestay,https://www.tripadvisor.com/Hotel_Review-g293925-d17697523-Reviews-Hi_Homestay-Ho_Chi_Minh_City.html,,,,,"Cong Truong Quoc Te Lau 3, So 6, Ho Chi Minh City Vietnam",10.78305,106.69608,,,,
Xuan Huong Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d19857872-Reviews-Xuan_Huong_Apartment-Ho_Chi_Minh_City.html,,,,,"Le Thanh Ton, Phuong Ben Nghe 26A, Ho Chi Minh City Vietnam",10.780274,106.704094,,,,
Bao Ngoc Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d12495043-Reviews-Bao_Ngoc_Hotel-Ho_Chi_Minh_City.html,,,,,"8 Street No. 6C Trung Son, Binh Hung, Binh Chanh District, Ho Chi Minh City Vietnam",10.983849,106.57591,,,,
Sweet Home 1421,https://www.tripadvisor.com/Hotel_Review-g293925-d19857838-Reviews-Sweet_Home_1421-Ho_Chi_Minh_City.html,,,,,"14/21 Do Quang Dau, District 1, Ho Chi Minh City 700000 Vietnam",10.766775,106.69164,,,,
Ngoc Thinh Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21040831-Reviews-Ngoc_Thinh_Hotel-Ho_Chi_Minh_City.html,,,,,"52 Pho Duc Chinh, Phuong Thang Tam, Ho Chi Minh City Vietnam",10.816787,106.69768,,,,
Bao Long Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d12810909-Reviews-Bao_Long_Hotel-Ho_Chi_Minh_City.html,,,,,"217 Dinh Bo Linh Street, Ho Chi Minh City Vietnam",10.810729,106.70903,,,,
IHome NNP,https://www.tripadvisor.com/Hotel_Review-g293925-d20372119-Reviews-IHome_NNP-Ho_Chi_Minh_City.html,,,,,"80 Nguyen Ngoc Phuong Street Ward 19, Binh Thanh District, Ho Chi Minh City 700000 Vietnam",10.788987,106.70873,,,,
Big Hotel.VN,https://www.tripadvisor.com/Hotel_Review-g293925-d8027232-Reviews-Big_Hotel_VN-Ho_Chi_Minh_City.html,,2.5 of 5 stars,,,"R3-84 Hung Phuoc 2 Phu My Hung, Saigon Exhibition & Convention Center, Ho Chi Minh City 70000 Vietnam",10.746275,106.671906,,,,
Xen Home,https://www.tripadvisor.com/Hotel_Review-g293925-d20878753-Reviews-Xen_Home-Ho_Chi_Minh_City.html,,,,,"66 Le Tu Tai, Ho Chi Minh City Vietnam",10.805399,106.68116,,,,
Eva Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d23347545-Reviews-Eva_Hotel-Ho_Chi_Minh_City.html,,,,,,,,,,,
Weland Residence Saigon,https://www.tripadvisor.com/Hotel_Review-g293925-d20835020-Reviews-Weland_Residence_Saigon-Ho_Chi_Minh_City.html,,,,,"Aqua 1 Vinhomes Golden River, 2 Ton Duc Thang Street Ben Nghe Ward, District 1, HCMC, Ho Chi Minh City 70000 Vietnam",null,null,,,,
Kha Nguyen Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d7249043-Reviews-Kha_Nguyen_Hotel-Ho_Chi_Minh_City.html,,,,,"10A Street 2, Ward 15, District 11 10A,Đường Số 2, P. 15, Q. 11, Ho Chi Minh City 70000 Vietnam",10.81393,106.77498,,,,
Hoang Ca Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d7249048-Reviews-Hoang_Ca_Hotel-Ho_Chi_Minh_City.html,,,,,,,,,,,
Thuy Home in Saigon Center,https://www.tripadvisor.com/Hotel_Review-g293925-d9776035-Reviews-Thuy_Home_in_Saigon_Center-Ho_Chi_Minh_City.html,,,,,"25 539, Tran Hung Dao District 1, Ho Chi Minh City 70000 Vietnam",10.75281,106.67151,,,,
Hotel Kim Sinh,https://www.tripadvisor.com/Hotel_Review-g293925-d16720027-Reviews-Hotel_Kim_Sinh-Ho_Chi_Minh_City.html,,1.0 of 5 stars,,,"75 Nguyen Thong, Ho Chi Minh City 724 Vietnam",10.78053,106.68012,,,,
Hoang Thai Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d5506739-Reviews-Hoang_Thai_Hotel-Ho_Chi_Minh_City.html,,,,,"56/60 Duong Ba Trac , Ward 2, District 8, Ho Chi Minh City 700000 Vietnam",10.750011,106.68785,,,,
Ngoc Ngoc Linh Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d23347630-Reviews-Ngoc_Ngoc_Linh_Hotel-Ho_Chi_Minh_City.html,,,,,"Hem 124 Xo Viet Nghe Tinh, 12429, Ho Chi Minh City 7000 Vietnam",10.79616,106.711,,,,
Khach san Duyen Hong,https://www.tripadvisor.com/Hotel_Review-g293925-d13530824-Reviews-Khach_san_Duyen_Hong-Ho_Chi_Minh_City.html,,,,,"38/9B1 Xuan Thoi 3, Ho Chi Minh City Vietnam",10.85852,106.60514,,,,
RedDoorz Truc Huyen Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d25381237-Reviews-RedDoorz_Truc_Huyen_Hotel-Ho_Chi_Minh_City.html,,,,,"38 Đường số 33, Bình Trị Đông B, Ho Chi Minh City Vietnam",null,null,,,,
Nancy Bridge View A1306,https://www.tripadvisor.com/Hotel_Review-g293925-d16867158-Reviews-Nancy_Bridge_View_A1306-Ho_Chi_Minh_City.html,,,,,"Bridge View Apartment, 167 Tran Trong Cung, District 7, Ho Chi Minh City Vietnam",10.74349,106.73034,,,,
Memory Thao Dien Hotel & Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d20878934-Reviews-Memory_Thao_Dien_Hotel_Apartment-Ho_Chi_Minh_City.html,,,,,"Vo Truong Toan 2/20, Ho Chi Minh City Vietnam",10.8046,106.747536,,,,
